,type,sms,processedSMS,filteredSMS
1183,1,"Congratulations! Thanks to a good friend U have WON the  2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",congratul thank good friend u 2 000 xma prize 2 claim easi call 08718726978 10p per minut bt nation rate,"['congratul', 'thank', 'good', 'friend', 'u', '2', '000', 'xma', 'prize', '2', 'claim', 'easi', 'call', '08718726978', '10p', 'per', 'minut', 'bt', 'nation', 'rate']"
1184,1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,"['44', '7732584351', 'want', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', '300', 'free', 'minut', 'mobil', '100', 'free', 'text', 'free', 'camcord', 'repli', 'call', '08000930705']"
1185,1,You have 1 new voicemail. Please call 08719181513.,1 new voicemail pleas call 08719181513,"['1', 'new', 'voicemail', 'pleas', 'call', '08719181513']"
1186,1,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p,"['someon', 'u', 'know', 'ask', 'date', 'servic', '2', 'contact', 'cant', 'guess', 'call', '09058097189', 'reveal', 'pobox', '6', 'ls15hb', '150p']"
1187,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,"['camera', 'award', 'sipix', 'digit', 'camera', 'call', '09061221066', 'fromm', 'landlin', 'deliveri', 'within', '28', 'day']"
1188,1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app,"['today', 'voda', 'number', 'end', '5226', 'select', 'receiv', '350', 'award', 'hava', 'match', 'pleas', 'call', '08712300220', 'quot', 'claim', 'code', '1131', 'standard', 'rate', 'app']"
1189,1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p 18,"['messag', 'free', 'welcom', 'new', 'improv', 'sex', 'dog', 'club', 'unsubscrib', 'servic', 'repli', 'stop', 'msg', '150p', '18']"
1190,1,RCT' THNQ Adrian for U text. Rgds Vatian,rct thnq adrian u text rgd vatian,"['rct', 'thnq', 'adrian', 'u', 'text', 'rgd', 'vatian']"
1191,1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free messag activ 500 free text messag repli messag word free term condit visit www 07781482378 com,"['free', 'messag', 'activ', '500', 'free', 'text', 'messag', 'repli', 'messag', 'word', 'free', 'term', 'condit', 'visit', 'www', '07781482378', 'com']"
1192,1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",contact date servic someon know find call land line 09050000928 pobox45w2tg150p,"['contact', 'date', 'servic', 'someon', 'know', 'find', 'call', 'land', 'line', '09050000928', 'pobox45w2tg150p']"
1193,1,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorri miss call let talk time 07090201529,"['sorri', 'miss', 'call', 'let', 'talk', 'time', '07090201529']"
1194,1,"complimentary 4 STAR Ibiza Holiday or  10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentari 4 star ibiza holiday 10 000 cash need urgent collect 09066364349 landlin lose box434sk38wp150ppm18,"['complimentari', '4', 'star', 'ibiza', 'holiday', '10', '000', 'cash', 'need', 'urgent', 'collect', '09066364349', 'landlin', 'lose', 'box434sk38wp150ppm18']"
1195,1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free msg bill mobil number mistak shortcod 83332 pleas call 08081263000 charg refund call free bt landlin,"['free', 'msg', 'bill', 'mobil', 'number', 'mistak', 'shortcod', '83332', 'pleas', 'call', '08081263000', 'charg', 'refund', 'call', 'free', 'bt', 'landlin']"
1196,1,Please CALL 08712402972 immediately as there is an urgent message waiting for you,pleas call 08712402972 immedi urgent messag wait,"['pleas', 'call', '08712402972', 'immedi', 'urgent', 'messag', 'wait']"
1197,1,URGENT! Your Mobile number has been awarded with a  2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent mobil number award 2000 bonu caller prize call 09058095201 land line valid 12hr,"['urgent', 'mobil', 'number', 'award', '2000', 'bonu', 'caller', 'prize', 'call', '09058095201', 'land', 'line', 'valid', '12hr']"
1198,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a  1500 Bonus Prize, call 09066364589",valu custom pleas advis follow recent review mob award 1500 bonu prize call 09066364589,"['valu', 'custom', 'pleas', 'advis', 'follow', 'recent', 'review', 'mob', 'award', '1500', 'bonu', 'prize', 'call', '09066364589']"
1199,1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,"['want', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliveredtomorrow', '300', 'free', 'minut', 'mobil', '100', 'free', 'text', 'free', 'camcord', 'repli', 'call', '08000930705']"
1200,1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,life never much fun great came made truli special forget enjoy one gbp sm,"['life', 'never', 'much', 'fun', 'great', 'came', 'made', 'truli', 'special', 'forget', 'enjoy', 'one', 'gbp', 'sm']"
1201,1,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,want new video phone 600 anytim network min 400 inclus video call download 5 per week free deltomorrow call 08002888812 repli,"['want', 'new', 'video', 'phone', '600', 'anytim', 'network', 'min', '400', 'inclus', 'video', 'call', 'download', '5', 'per', 'week', 'free', 'deltomorrow', 'call', '08002888812', 'repli']"
1202,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a  1500 Bonus Prize, call 09066368470",valu custom pleas advis follow recent review mob award 1500 bonu prize call 09066368470,"['valu', 'custom', 'pleas', 'advis', 'follow', 'recent', 'review', 'mob', 'award', '1500', 'bonu', 'prize', 'call', '09066368470']"
1203,1,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,welcom pleas repli age gender begin e g 24m,"['welcom', 'pleas', 'repli', 'age', 'gender', 'begin', 'e', 'g', '24m']"
1204,1,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,freemsg 1 month unlimit free call activ smartcal txt call 68866 subscriptn3gbp wk unlimit call help 08448714184 stop txt stop landlineonli,"['freemsg', '1', 'month', 'unlimit', 'free', 'call', 'activ', 'smartcal', 'txt', 'call', '68866', 'subscriptn3gbp', 'wk', 'unlimit', 'call', 'help', '08448714184', 'stop', 'txt', 'stop', 'landlineonli']"
1205,1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save  s with Free texts/weekend calls. Text YES for a callback orno to opt out,mobil 10 mth updat latest orang camera video phone free save free text weekend call text ye callback orno opt,"['mobil', '10', 'mth', 'updat', 'latest', 'orang', 'camera', 'video', 'phone', 'free', 'save', 'free', 'text', 'weekend', 'call', 'text', 'ye', 'callback', 'orno', 'opt']"
1206,1,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls  1/minMobsmore LKPOBOX177HP51FL,new 2 club dont fink met yet b gr8 2 c u pleas leav msg 2day wiv ur area 09099726553 repli promis carli x call 1 minmobsmor lkpobox177hp51fl,"['new', '2', 'club', 'dont', 'fink', 'met', 'yet', 'b', 'gr8', '2', 'c', 'u', 'pleas', 'leav', 'msg', '2day', 'wiv', 'ur', 'area', '09099726553', 'repli', 'promis', 'carli', 'x', 'call', '1', 'minmobsmor', 'lkpobox177hp51fl']"
1207,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day,"['camera', 'award', 'sipix', 'digit', 'camera', 'call', '09061221066', 'fromm', 'landlin', 'deliveri', 'within', '28', 'day']"
1208,1,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,get free mobil video player free movi collect text go 89105 free extra film order c appli 18 yr,"['get', 'free', 'mobil', 'video', 'player', 'free', 'movi', 'collect', 'text', 'go', '89105', 'free', 'extra', 'film', 'order', 'c', 'appli', '18', 'yr']"
1209,1,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,save money wed lingeri www bridal petticoatdream co uk choos superb select nation deliveri brought weddingfriend,"['save', 'money', 'wed', 'lingeri', 'www', 'bridal', 'petticoatdream', 'co', 'uk', 'choos', 'superb', 'select', 'nation', 'deliveri', 'brought', 'weddingfriend']"
1210,1,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,heard u4 call night knicker make beg like u last time 01223585236 xx luv nikiyu4 net,"['heard', 'u4', 'call', 'night', 'knicker', 'make', 'beg', 'like', 'u', 'last', 'time', '01223585236', 'xx', 'luv', 'nikiyu4', 'net']"
1211,1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,bloomberg messag center 447797706009 wait appli futur http career bloomberg com,"['bloomberg', 'messag', 'center', '447797706009', 'wait', 'appli', 'futur', 'http', 'career', 'bloomberg', 'com']"
1212,1,URGENT! We are trying to contact U. Todays draw shows that you have won a  800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent tri contact u today draw show 800 prize guarante call 09050001808 land line claim m95 valid12hr,"['urgent', 'tri', 'contact', 'u', 'today', 'draw', 'show', '800', 'prize', 'guarante', 'call', '09050001808', 'land', 'line', 'claim', 'm95', 'valid12hr']"
1213,1,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,want new video phone750 anytim network min 150 text five pound per week call 08000776320 repli deliveri tomorrow,"['want', 'new', 'video', 'phone750', 'anytim', 'network', 'min', '150', 'text', 'five', 'pound', 'per', 'week', 'call', '08000776320', 'repli', 'deliveri', 'tomorrow']"
1214,1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",contact date servic someon know find call land line 09050000878 pobox45w2tg150p,"['contact', 'date', 'servic', 'someon', 'know', 'find', 'call', 'land', 'line', '09050000878', 'pobox45w2tg150p']"
1215,1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",wan2 win meet greet westlif 4 u m8 current tour 1 unbreak 2 untam 3 unkempt text 1 2 3 83049 cost 50p std text,"['wan2', 'win', 'meet', 'greet', 'westlif', '4', 'u', 'm8', 'current', 'tour', '1', 'unbreak', '2', 'untam', '3', 'unkempt', 'text', '1', '2', '3', '83049', 'cost', '50p', 'std', 'text']"
1216,1,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,dorothi kiefer com bank granit issu strong buy explos pick member 300 nasdaq symbol cdgt 5 00 per,"['dorothi', 'kiefer', 'com', 'bank', 'granit', 'issu', 'strong', 'buy', 'explos', 'pick', 'member', '300', 'nasdaq', 'symbol', 'cdgt', '5', '00', 'per']"
1217,1,"You are a  1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",1000 winner guarante caller prize final attempt contact claim call 09071517866 150ppmpobox10183bhamb64x,"['1000', 'winner', 'guarante', 'caller', 'prize', 'final', 'attempt', 'contact', 'claim', 'call', '09071517866', '150ppmpobox10183bhamb64x']"
1218,1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",xma new year eve ticket sale club day 10am till 8pm thur fri sat night week sell fast,"['xma', 'new', 'year', 'eve', 'ticket', 'sale', 'club', 'day', '10am', 'till', '8pm', 'thur', 'fri', 'sat', 'night', 'week', 'sell', 'fast']"
1219,1,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",rock yr chik get 100 filthi film xxx pic yr phone rpli filth 69669 saristar ltd e14 9yt 08701752560 450p per 5 day stop2 cancel,"['rock', 'yr', 'chik', 'get', '100', 'filthi', 'film', 'xxx', 'pic', 'yr', 'phone', 'rpli', 'filth', '69669', 'saristar', 'ltd', 'e14', '9yt', '08701752560', '450p', 'per', '5', 'day', 'stop2', 'cancel']"
1220,1,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost  1.50 min MobcudB more,next month get upto 50 call 4 ur standard network charg 2 activ call 9061100010 c wire3 net 1st4term pobox84 m26 3uz cost 1 50 min mobcudb,"['next', 'month', 'get', 'upto', '50', 'call', '4', 'ur', 'standard', 'network', 'charg', '2', 'activ', 'call', '9061100010', 'c', 'wire3', 'net', '1st4term', 'pobox84', 'm26', '3uz', 'cost', '1', '50', 'min', 'mobcudb']"
1221,1,URGENT! We are trying to contact U Todays draw shows that you have won a  800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,urgent tri contact u today draw show 800 prize guarante call 09050000460 land line claim j89 po box245c2150pm,"['urgent', 'tri', 'contact', 'u', 'today', 'draw', 'show', '800', 'prize', 'guarante', 'call', '09050000460', 'land', 'line', 'claim', 'j89', 'po', 'box245c2150pm']"
1222,1,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,text banneduk 89555 see cost 150p textoper g696ga 18 xxx,"['text', 'banneduk', '89555', 'see', 'cost', '150p', 'textoper', 'g696ga', '18', 'xxx']"
1223,1,"Auction round 4. The highest bid is now  54. Next maximum bid is  71. To bid, send BIDS e. g. 10 (to bid  10) to 83383. Good luck.",auction round 4 highest bid 54 next maximum bid 71 bid send bid e g 10 bid 10 83383 good luck,"['auction', 'round', '4', 'highest', 'bid', '54', 'next', 'maximum', 'bid', '71', 'bid', 'send', 'bid', 'e', 'g', '10', 'bid', '10', '83383', 'good', 'luck']"
1224,1,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel +  200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,collect valentin weekend pari inc flight hotel 200 prize guarante text pari 69101 www rtf sphost com,"['collect', 'valentin', 'weekend', 'pari', 'inc', 'flight', 'hotel', '200', 'prize', 'guarante', 'text', 'pari', '69101', 'www', 'rtf', 'sphost', 'com']"
1225,1,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY  10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,custom loyalti offer new nokia6650 mobil 10 txtauction txt word start 81151 get 4t ctxt tc 150p mtmsg,"['custom', 'loyalti', 'offer', 'new', 'nokia6650', 'mobil', '10', 'txtauction', 'txt', 'word', 'start', '81151', 'get', '4t', 'ctxt', 'tc', '150p', 'mtmsg']"
1226,1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,believ true incred txt repli g learn truli amaz thing blow mind o2fwd 18p txt,"['believ', 'true', 'incred', 'txt', 'repli', 'g', 'learn', 'truli', 'amaz', 'thing', 'blow', 'mind', 'o2fwd', '18p', 'txt']"
1227,1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY  10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi 07734396839 ibh custom loyalti offer new nokia6600 mobil 10 txtauction txt word start 81151 get 4t,"['hi', '07734396839', 'ibh', 'custom', 'loyalti', 'offer', 'new', 'nokia6600', 'mobil', '10', 'txtauction', 'txt', 'word', 'start', '81151', 'get', '4t']"
1228,1,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,hot n horni will live local text repli hear strt back 150p per msg netcollex ltdhelpdesk 02085076972 repli stop end,"['hot', 'n', 'horni', 'will', 'live', 'local', 'text', 'repli', 'hear', 'strt', 'back', '150p', 'per', 'msg', 'netcollex', 'ltdhelpdesk', '02085076972', 'repli', 'stop', 'end']"
1229,1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,want new nokia 3510i colour phone deliv tomorrow 200 free minut mobil 100 free text free camcord repli call 08000930705,"['want', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliv', 'tomorrow', '200', 'free', 'minut', 'mobil', '100', 'free', 'text', 'free', 'camcord', 'repli', 'call', '08000930705']"
1230,1,Congratulations YOU'VE Won. You're a Winner in our August  1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,congratul winner august 1000 prize draw call 09066660100 prize code 2309,"['congratul', 'winner', 'august', '1000', 'prize', 'draw', 'call', '09066660100', 'prize', 'code', '2309']"
1231,1,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,8007 25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti,"['8007', '25p', '4', 'alfi', 'moon', 'children', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'm8', 'txt', 'tone', 'chariti', '8007', 'nokia', 'poli', 'chariti', 'poli', 'zed', '08701417012', 'profit', '2', 'chariti']"
1232,1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX  1.50,get offici england poli rington colour flag yer mobil tonight game text tone flag 84199 optout txt eng stop box39822 w111wx 1 50,"['get', 'offici', 'england', 'poli', 'rington', 'colour', 'flag', 'yer', 'mobil', 'tonight', 'game', 'text', 'tone', 'flag', '84199', 'optout', 'txt', 'eng', 'stop', 'box39822', 'w111wx', '1', '50']"
1233,1,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",custom servic announc recent tri make deliveri unabl pleas call 07090298926 schedul ref 9307622,"['custom', 'servic', 'announc', 'recent', 'tri', 'make', 'deliveri', 'unabl', 'pleas', 'call', '07090298926', 'schedul', 'ref', '9307622']"
1234,1,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL",stop club tone repli stop mix see tone com enjoy html term club tone cost gbp4 50 week mfl,"['stop', 'club', 'tone', 'repli', 'stop', 'mix', 'see', 'tone', 'com', 'enjoy', 'html', 'term', 'club', 'tone', 'cost', 'gbp4', '50', 'week', 'mfl']"
1235,1,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp  1.50/msg.,wamma get laid want real doggin locat sent direct mobil join uk largest dog network txt dog 69696 nyt ec2a 3lp 1 50 msg,"['wamma', 'get', 'laid', 'want', 'real', 'doggin', 'locat', 'sent', 'direct', 'mobil', 'join', 'uk', 'largest', 'dog', 'network', 'txt', 'dog', '69696', 'nyt', 'ec2a', '3lp', '1', '50', 'msg']"
1236,1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,nokia 7250i get win free auction take part send nokia 86021 hg suite342 2land row w1jhl 16,"['nokia', '7250i', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', '86021', 'hg', 'suite342', '2land', 'row', 'w1jhl', '16']"
1237,1,Promotion Number: 8714714 - UR awarded a City Break and could WIN a  200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16  1.50perWKsub,promot number 8714714 ur award citi break could win 200 summer shop spree everi wk txt store 88039 skilgm tscs087147403231winawk age16 1 50perwksub,"['promot', 'number', '8714714', 'ur', 'award', 'citi', 'break', 'could', 'win', '200', 'summer', 'shop', 'spree', 'everi', 'wk', 'txt', 'store', '88039', 'skilgm', 'tscs087147403231winawk', 'age16', '1', '50perwksub']"
1238,1,You are a winner you have been specially selected to receive  1000 cash or a  2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,winner special select receiv 1000 cash 2000 award speak live oper claim call 087147123779am 7pm cost 10p,"['winner', 'special', 'select', 'receiv', '1000', 'cash', '2000', 'award', 'speak', 'live', 'oper', 'claim', 'call', '087147123779am', '7pm', 'cost', '10p']"
1239,1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top rington sub weekli rington get 1st week free send subpoli 81618 3 per week stop sm 08718727870,"['free', 'top', 'rington', 'sub', 'weekli', 'rington', 'get', '1st', 'week', 'free', 'send', 'subpoli', '81618', '3', 'per', 'week', 'stop', 'sm', '08718727870']"
1240,1,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",thank rington order refer number x49 mobil charg 4 50 tone arriv pleas call custom servic 09065989182 colour red text colour txtstar,"['thank', 'rington', 'order', 'refer', 'number', 'x49', 'mobil', 'charg', '4', '50', 'tone', 'arriv', 'pleas', 'call', 'custom', 'servic', '09065989182', 'colour', 'red', 'text', 'colour', 'txtstar']"
1241,1,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",hi 2night ur lucki night uve invit 2 xchat uk wildest chat txt chat 86688 150p msgrcvdhg suite342 2land row w1j6hl ldn 18yr,"['hi', '2night', 'ur', 'lucki', 'night', 'uve', 'invit', '2', 'xchat', 'uk', 'wildest', 'chat', 'txt', 'chat', '86688', '150p', 'msgrcvdhg', 'suite342', '2land', 'row', 'w1j6hl', 'ldn', '18yr']"
1242,1,2/2 146tf150p,2 2 146tf150p,"['2', '2', '146tf150p']"
1243,1,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,dear voucher holder 2 claim 1st class airport loung pass use holiday voucher call 08704439680 book quot 1st class x 2,"['dear', 'voucher', 'holder', '2', 'claim', '1st', 'class', 'airport', 'loung', 'pass', 'use', 'holiday', 'voucher', 'call', '08704439680', 'book', 'quot', '1st', 'class', 'x', '2']"
1244,1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,bloomberg messag center 447797706009 wait appli futur http career bloomberg com,"['bloomberg', 'messag', 'center', '447797706009', 'wait', 'appli', 'futur', 'http', 'career', 'bloomberg', 'com']"
1245,1,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,ye place town meet excit adult singl uk txt chat 86688 150p msg,"['ye', 'place', 'town', 'meet', 'excit', 'adult', 'singl', 'uk', 'txt', 'chat', '86688', '150p', 'msg']"
1246,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate www getz co uk pobox 36504 w45wq norm150p tone 16,"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'nokia', '8007', 'get', 'txting', 'tell', 'ur', 'mate', 'www', 'getz', 'co', 'uk', 'pobox', '36504', 'w45wq', 'norm150p', 'tone', '16']"
1247,1,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",someon u know ask date servic 2 contact cant guess call 09058095107 reveal pobox 7 s3xi 150p,"['someon', 'u', 'know', 'ask', 'date', 'servic', '2', 'contact', 'cant', 'guess', 'call', '09058095107', 'reveal', 'pobox', '7', 's3xi', '150p']"
1248,1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free.  1.50 increments. Help08718728876",mila age23 blond new uk look sex uk guy u like fun text mtalk 69866 18 30pp txt 1st 5free 1 50 increment help08718728876,"['mila', 'age23', 'blond', 'new', 'uk', 'look', 'sex', 'uk', 'guy', 'u', 'like', 'fun', 'text', 'mtalk', '69866', '18', '30pp', 'txt', '1st', '5free', '1', '50', 'increment', 'help08718728876']"
1249,1,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",claim 200 shop spree call 08717895698 mobstorequiz10ppm,"['claim', '200', 'shop', 'spree', 'call', '08717895698', 'mobstorequiz10ppm']"
1250,1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want funk ur fone weekli new tone repli tones2u 2 text www rington co uk origin n best tone 3gbp network oper rate appli,"['want', 'funk', 'ur', 'fone', 'weekli', 'new', 'tone', 'repli', 'tones2u', '2', 'text', 'www', 'rington', 'co', 'uk', 'origin', 'n', 'best', 'tone', '3gbp', 'network', 'oper', 'rate', 'appli']"
1251,1,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",twink bear scalli skin jock call miss weekend fun call 08712466669 10p min 2 stop text call 08712460324 nat rate,"['twink', 'bear', 'scalli', 'skin', 'jock', 'call', 'miss', 'weekend', 'fun', 'call', '08712466669', '10p', 'min', '2', 'stop', 'text', 'call', '08712460324', 'nat', 'rate']"
1252,1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tri contact repli offer video handset 750 anytim network min unlimit text camcord repli call 08000930705,"['tri', 'contact', 'repli', 'offer', 'video', 'handset', '750', 'anytim', 'network', 'min', 'unlimit', 'text', 'camcord', 'repli', 'call', '08000930705']"
1253,1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a  900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,urgent tri contact last weekend draw show 900 prize guarante call 09061701851 claim code k61 valid 12hour,"['urgent', 'tri', 'contact', 'last', 'weekend', 'draw', 'show', '900', 'prize', 'guarante', 'call', '09061701851', 'claim', 'code', 'k61', 'valid', '12hour']"
1254,1,74355 XMAS iscoming & ur awarded either  500 CD gift vouchers & free entry 2 r  100 weekly draw txt MUSIC to 87066 TnC,74355 xma iscom ur award either 500 cd gift voucher free entri 2 r 100 weekli draw txt music 87066 tnc,"['74355', 'xma', 'iscom', 'ur', 'award', 'either', '500', 'cd', 'gift', 'voucher', 'free', 'entri', '2', 'r', '100', 'weekli', 'draw', 'txt', 'music', '87066', 'tnc']"
